keyword,text,likes,comments_count,shares,sentiment_score,sentiment_label
电影,#琼瑶告别视频#琼瑶女士告别视频及文字：如雪花与火花同时绽放，我将飞向可以起舞的银河。#琼瑶去世#​,0,0,0,0.6355928504451143,中性
电影,看完电影“好东西”感觉整个世界都升温了一度三个不同年龄段的女性在不完美的生活中相互拥抱鼓励撕破标签阳光开朗积极向上寻找一种完全自洽能让自己开心的生活态度很喜欢剧情里的一句台词“那是因为我拒绝绑架 所以我相对自由”这就是女性导演拍出的女性爽片简直就是给所有女性书写的一 ​展开c,0,0,0,0.9999999999999996,正面
电影,#严浩翔电影杀青#杀青快乐宝宝！！！期待新ep！L-盐味驼仔-的微博视频​,0,0,0,0.9491768110175115,正面
电影,感谢每一位观众的期待与支持！电影《特立独行》成功入围#2024微博网友期待电影#！推荐已开启>>O2024微博网友期待电影#电影特立独行#2025敬请期待！#跨年电影愿#​,0,0,0,0.9999999982467911,正面
电影,@电影流浪地球#五个一工程奖#​,0,0,0,0.9992900676093261,正面
电影,感谢每一份支持与厚爱，很高兴入围#2024微博网友期待电影#推荐已开启>>O2024微博网友期待电影#电影封神第二部#期待与大家相约银幕，一起携手走进东方神话史诗世界。大年初一，不见不散！#跨年电影愿#​,0,0,0,0.999999755532617,正面
电影,终于！音乐剧《魔法坏女巫》被搬上大银幕了！跟随电影中的两位女主共同进入绚丽的奇幻世界，艾芙芭与格琳达带来的感动与力量永远都不会忘掉！12月6日，希望大家走进影院，被美妙的电影#魔法坏女巫#治愈，感受这个冬天里，最动听的魔法！#电影魔法坏女巫#​,0,0,0,0.9999999999999996,正面
电影,#多想和你再见一面让思念具像化#攒了很久的想念，迫不及待想跟你说。#电影多想和你再见一面#12月14日，要爱一世。 ​,0,0,0,0.9974786622739695,正面
电影,面对洋人的区别对待和残酷的工作环境，应该敢于说不，敢于从头开始！#电影孤星计划#火热预售中，全员假面黑白难辨，究竟谁是内鬼？12月7日，绝密撤离！购票揪出内鬼：猫眼：猫眼电影中影电影通：O网页链接L电影孤星计划的微博视频​,0,0,0,0.9906171307775914,正面
电影,电影《刺猬》入围#2024微博网友喜爱电影#：O2024微博网友喜爱电影感谢支持与喜爱，携手奔向远方，心怀理想的人不会被“卡住”🌊#跨年电影愿##电影刺猬#​,0,0,0,0.9999998946983828,正面
电影,张哲瀚 |来看一下「八👏月」荣获2024年ARFF阿姆斯特丹国际电影节《最佳纪录片奖》的报道分享 ​,0,0,0,0.9984687566897829,正面
电影,#CCTV6将播琼瑶作品心有千千结#自1963年首部长篇小说《窗外》出版以来，琼瑶在60余年中创作了70余部文学佳作，许多小说经过影视化全面推动琼瑶作品的发展与传播。其中就包括电影频道将于12月6日（本周五）13:45为您播出的这部《心有千千结》。“天不老，情难绝，心似双丝网，中有千千结” ，这部具有 ​展开c,0,0,0,0.9999993591090757,正面
电影,#赵丽颖有两部作品获五个一工程奖#恭喜赵丽颖幸福到万家 和电影第二十条荣获第十七届精神文明建设“五个一工程”优秀作品奖！我担就是牛#赵丽颖#​,0,0,0,0.999999342842675,正面
电影,刚刚下映！今年口碑最好的新片，没有之一！#佳片奇遇季#L越哥说电影的微博视频​,0,0,0,0.9971316089912894,正面
电影,每一次告别，思念便如潮水般涌来，反复千万次。#电影鸳鸯楼惊魂#L影评说书人的微博视频​,0,0,0,0.9493405085163633,正面
电影,我口口声声说希望我担演大热商业片但是我心里最爱的电影确实是一些相对冷的文艺片。原因就在于，极致的文艺片价值是在于电影内核和艺术手法。不在于捧角。文艺片是导演肆意发挥的魂器，演员不是特别重要。只有商业片才捧角。我是观众我就喜欢极致的电影风格，我是演员粉就喜欢突出主角的电影。我很双标 ​展开c,0,0,0,0.9999999999034659,正面
电影,所有这一切都是他咎由自取#电影鸳鸯楼惊魂#L胶片岁月回味者的微博视频​,0,0,0,0.8550649160528836,正面
电影,【2024年微博网友期待电影】恭喜电影《特立独行》成功入围#2024微博网友期待电影 #啦[Wow]也期待早日与王长海相见🗳直达O2024微博网友期待电影活动时间⏰2024年12月04日12:00 - 2024年12月17日24:00推荐方式🕊️点击直达🔗找到电影《特立独行》，点击推荐将会自动转发作品入围官 ​展开c,0,0,0,0.9999999926897747,正面
电影,时代少年团超话#超话大赏##年度十大星动超话#“我们间就像电影 刚好遇见爆米花 贪心的我把这 可口都吞下”@时代少年团​,0,0,0,0.8130441462219969,正面
电影,"<RM: Right People, Wrong Place> Interview 3 - Epilogue📅 Dec 5, in Cinemas Worldwide🎟 Get your tickets atO网页链接#RM##RightPeopleWrongPlace#LBTS_official的微博视频​",0,0,0,0.09589290422317132,负面
电影,【2024年微博网友期待电影】恭喜电影《特立独行》成功入围#2024微博网友期待电影 #啦[Wow]也期待早日与王长海相见🗳直达O2024微博网友期待电影活动时间⏰2024年12月04日12:00 - 2024年12月17日24:00推荐方式🕊️点击直达🔗找到电影《特立独行》，点击推荐将会自动转发作品入围官 ​展开c,0,0,0,0.9999999926897747,正面
电影,时代少年团超话#超话大赏##年度十大星动超话#“我们间就像电影 刚好遇见爆米花 贪心的我把这 可口都吞下”@时代少年团​,0,0,0,0.8130441462219969,正面
电影,"<RM: Right People, Wrong Place> Interview 3 - Epilogue📅 Dec 5, in Cinemas Worldwide🎟 Get your tickets atO网页链接#RM##RightPeopleWrongPlace#LBTS_official的微博视频​",0,0,0,0.09589290422317132,负面
电影,我靠这是什么东西！！照影招募、电影密探、改变密探形态（是密探皮肤吗？？ ​,0,0,0,0.9389722912791199,正面
电影,赤楚卫二超话24/12/04赤楚衛二が語る、映画『六嘘』の“表と裏”「本当の大学生みたいに青春してました」【『六人の嘘つきな大学生』公開記念インタビュー連載】 ​,0,0,0,0.9989690565838866,正面
电影,【韩网热议】#韩国戒严的10个关键问题#韩国电影《紧急戒严》假想选角公开，你喜欢吗？🔥#韩网民吐槽特战队翻墙不如李在明##韩国防部长辞职#​,0,0,0,0.0006818010054218115,负面
电影,我觉得我所经历的告别都是乐观的，告别是为了新的出发，前往更好的下一站，迎接新的挑战。@TFBOYS-易烊千玺#易烊千玺电影小小的我##易烊千玺云螭二四逴跞山极#yyqx四字唱歌好听 四字 演技四字弟弟 帅 四字粉 szdd易烊千玺  街舞鹤玊玺易·百万大军王 ​展开c,0,0,0,0.9999999998563536,正面
电影,【#林青霞曾晒与琼瑶年轻时的照片#】林青霞在微博晒与琼瑶的旧照和两人的聊天记录截图。据悉，林青霞的银幕处女作《窗外》就是根据琼瑶的第一本小说改编的，她一共主演了12部改编自琼瑶小说的电影。L青岛新闻网的微博视频​,0,0,0,0.9999998847623675,正面
电影,王俊凯超话💙#王俊凯2024凯启甲辰#💙💙#王俊凯味全乳品代言人#💙💙#王俊凯 猫人品牌代言人#💙留住初见时的刹那惊艳，少年心动只此人间挽住韶光心思念念，难忘风吹过眉梢的夏天。遇见清白日光，放于眉间心上。@TFBOYS-王俊凯🍬​#流星 (Live)-TFBOYS-王俊凯#🍬 ​展开c,0,0,0,0.9999999999289453,正面
电影,咔滋脆 我仍在心里留着你的位置 还记得我们第一次的遇见 那是一个寒冷的深冬 我刚百无聊赖的看完一场平平无奇的电影 路过金色拱门时一眼便望见了你在玻璃幕墙上的巨大海报 我愣在了原地 怎么会有这么完美的堡出现在我面前 我无法控制住自己不走进拱门内将你带回去 抱着你出门的瞬间 我仿佛看到了白色的 ​展开c,0,0,0,0.9999650574744706,正面
电影,【韩网热议】#韩国戒严的10个关键问题#韩国电影《紧急戒严》假想选角公开，你喜欢吗？🔥#韩网民吐槽特战队翻墙不如李在明##韩国防部长辞职#​,0,0,0,0.0006818010054218115,负面
电影,雅虎搜索奖大赏2024 动画部门排名公开！动画搜索第一是《物理魔法使马修》电影搜索第一是《排球少年 垃圾场的对决》动画部门具体排名：1 名：物理魔法使马修2位：怪兽 8号3位：药屋少女的呢喃4位：樱桃小丸子5位：BEYBLADE X#我的2024年终总结##动漫嘉年华#​,0,0,0,0.9999999940799635,正面
